id,byear,H1a,pre-industrialized society,political event,personal youth,anti-europe,pre-industrialized society,nationalism,solidar society,pre-polarized society,colonialism,sports event
R_2Xnh22z3NvP4JSJ,2000,Geen moment,NA,,,,,,,,,
R_2xPftiuslflJ8ft,1987,Dat de wetenschap niet politiek gekleurd was maar louter onpartijdig,solidar society,,0,0,0,0,0,1,0,0
R_2xPLnQt59DjTrJh,1947,Geen specifiek verlangen,NA,,,,,,,,,
R_2xQL53YIOQCGygX,1991,"Er is niet echt een moment om terug naar toe te verlangen. Toen ik 18 werd en dus voor het eerst mocht stemmen was in ""09 toen zaten we al in de economische crisis van '08. Vanaf toen alleen maar crisissen gehad. Ook daarvoor was het al niet veel beter met in '01 9/11 en in '02 fortyun. Alles daarvoor was ik te jong om te herrineren of actief mee te maken.",NA,,,,,,,,,
R_2xRBLOYpaVSeKy8,1969,ik denk aan de val van de Berlijnse Muur. Er was een heleboel positieve toekomstverwachting. De Paarse coalitie.,solidar society,1,0,0,0,0,1,1,0,0
R_2xwRXEB2mhF3kZo,1967,Toen de Berlijnse muur viel.,solidar society,1,0,0,0,0,1,1,0,0
R_2xWXs3DJstmY8FA,1954,Den uil jaren 60,solidar society,,1,0,0,0,1,0,0,0
R_2xXkSnLerFrDXWe,1975,De jaren '90,personal youth,,1,0,0,0,0,1,0,0
R_2xyOgCdUug9neZ2,1968,Nederland voor de nederlanders,nationalism,,0,0,0,1,0,0,1,0
R_2xYqwW5PeDiGmiE,1967,De jaren '80 van de twintigste eeuw.,personal youth,,1,0,0,0,0,1,0,0
R_2xYs8rJjZpClh9a,1946,leef niet in het verleden. elke tijd heeft zijn ups en downs,NA,,,,,,,,,
R_2xzw11c7zo1TYyo,1982,Naar een tijd voor FVD,pre-polarized society,1,0,0,0,0,0,1,0,0
R_2y0XdxM6TLbNRx2,1941,2050,NA,,,,,,,,,
R_2y1a30xPfyG0Ak6,1968,De tijd van ruilhandel; voordat geld allesbepalend werd,pre-industrialized society,,0,0,1,0,0,0,0,0
R_2y1OZsH6gL2BuVr,1968,2006 (net voor de laatste bankencrisis en voor de tijd van polarisatie door social media),pre-polarized society,,0,0,0,0,0,1,0,0
R_2y25hbmWzWBjLtZ,1953,Kabinet Rutte 3 die viel,pre-polarized society,,0,0,0,0,0,1,0,0
R_2y2a3PtRUWu62Mz,1962,,NA,,,,,,,,,
R_2Y4dTlisl7s3RzI,1977,,NA,,,,,,,,,
R_2Y5hjoQgwtuEjz6,1975,,NA,,,,,,,,,
R_2y7xzDLjb8NMD9h,1956,ik denk het einde van de 19e eeuw.,pre-industrialized society,,0,0,1,0,0,0,0,0
R_2y9R2vQEFF1Bc8E,1947,60er jaren,personal youth,,1,0,0,0,1,0,0,0
R_2y9tMt4NNP0nkz7,1967,Periode voor aanslag wtc,pre-polarized society,1,0,0,0,0,0,1,0,0
R_2YaDs2d246ZNz8Y,1963,Geen enkele. Wat geweest is is geweest. we kunnen (en moeten) beter vooruitdenken,NA,,,,,,,,,
R_2yathqd0ADVrtbo,1986,Niet,NA,,,,,,,,,
R_2YbKf8AYCnQVaBy,1953,de jaren 70 toen ik jong was en zwarte piet pikzwart,colonialism,,1,0,0,1,0,0,1,0
R_2YbNmcwABSumCJP,1943,Dat ik met Roel van Duijn op een kruispunt tijdens een demonstratie demonstreerde tegen de atoombom. (1961),personal youth,,1,0,0,0,0,0,0,0
R_2YDGyNqd9X2T94h,1959,Nu,NA,,,,,,,,,
R_2ydXHsDH1yo9Z7j,1965,Ik verlang niet naar geschiedenis,NA,,,,,,,,,
R_2YE3bfqQ1T7tKq1,1955,elke tijd heeft zijn eigen moment,NA,,,,,,,,,
R_2YE3m8VkyqxnZi5,1963,,NA,,,,,,,,,
R_2YE87JF8sjxVG0j,1999,,NA,,,,,,,,,
R_2YeP0rvuVUpJgYw,1948,Algerijnse revolutie,NA,1,,,,,,,,
R_2YfdknE7ZOR6rNs,1992,De basisschool,personal youth,,1,0,0,0,0,0,0,0
R_2YFJguMSXWWv687,1956,Geen enkele,NA,,,,,,,,,
R_2yfvWjUzt9zKzow,1958,,NA,,,,,,,,,
R_2ygaQHbOW4fhnVF,2004,"Jager-verzamelaars periode, dus goed geinformeerd beslissen in kleine groep en zonder gigantische overbevolking op de aarde.",pre-industrialized society,,0,0,1,0,0,0,0,0
R_2ygwJv4dOUAwlHo,1976,"Moeilijk te zeggen, alle tijden brengen mooie en minder mooie zaken met zich mee. Het paarse kabinet had mijn voorkeur destijds. Sport verbroedert en brengt cohesie wat op dit moment ver te zoeken is. Realiteit in de politiek mist behalve bij dhr omtzigt. Laten we de affaires goed afronden  streep eronder en door. Niet zo laten sudderen",pre-polarized society,,0,0,0,0,0,1,0,0
R_2Yh3uiNq7FZf8yd,1956,Jaren 90,pre-polarized society,,0,0,0,0,0,1,0,0
R_2YhQF6L5nXMcrtR,1999,Naar het moment dat linkse partijen nog groot waren in NL.,solidar society,,0,0,0,0,1,1,0,0
R_2YJ6Bgxaw2VI6UI,1979,Jaren 80-90 toen Nederland voorop ging in Europese eenwording,nationalism,1,0,0,0,1,0,0,0,0
R_2YJa3kRafROc239,1994,Naar de tijd vlak na de banken crisis,personal youth,,0,0,0,0,0,1,0,0
R_2yjiOH0RGa4b34E,1940,"Na de Tweede Wereldoorlog, toen alles mogelijk leek,
de mensen sneller tevreden waren. Ik woonde in Rotterdam en 
zag hoe positief iedereen aan de slag ging",solidar society,1,1,0,0,0,1,0,0,0
R_2YkN3nau05niwIy,1960,,NA,,,,,,,,,
R_2YkRU42Xq6WYobB,1963,geen enkel,NA,,,,,,,,,
R_2YKYdQ2Knmcd2Vi,1984,Geen. Terugkijken is stilstaan. Kunnen lering trekken uit geschiedenis maar het is een illusie om te denken dat het vroeger beter was.,NA,,,,,,,,,
R_2YM1dpTsZ5lG6VJ,1973,De jaren 1980-2000,personal youth,,1,0,0,0,0,1,0,0
R_2ymCCtcBO6vG7OU,1948,jaren 60,personal youth,,1,0,0,0,1,0,0,0
R_2Yn3RZ8gMb7QwN6,1952,Wil nergens naar terug. Verstand gebruiken om vooruit te komen,NA,,,,,,,,,
R_2YQaCT2uxGri3Cy,1970,Begin jaren 90,personal youth,,1,0,0,0,0,1,0,0
R_2YR1kvVYzkzqeyI,1948,1970-80,personal youth,,0,0,0,0,1,0,0,0
R_2Yrp3WcMZfDSV3u,1958,,NA,,,,,,,,,
R_2yrXrt59wIeoq76,1992,"1 waarin ik een huis kan huren of kopen met mijn maand salaris van 2865 en niet tot me 30ste moet thuis wonen. 
omdat de overheid al 20+ jaar faalt in woonvoorziening.",solidar society,,0,0,0,0,1,0,0,0
R_2YWDAUdaOb4aqTi,1969,De jaren 90,pre-polarized society,,0,0,0,0,0,1,0,0
R_2YWF9H9RROnyEbm,1969,"De tijd voor het christendom, geloven in 1 God is de ondergang van de moderne wereld, men moet weer respect krijgen voor moeder natuur",pre-industrialized society,,0,0,1,0,0,0,0,0
R_2YwRdvko3YADJ81,2000,,NA,,,,,,,,,
R_2YXsJ5SXGms6lcH,1983,Paarse kabinet,pre-polarized society,,0,0,0,0,0,1,0,0
R_2YYzHIUoSMTL1FE,1977,Jaren 90,personal youth,,1,0,0,0,0,1,0,0
R_2z5SphXWPi9jxsx,1976,"Niks, ik kijk liever vooruit.",NA,,,,,,,,,
R_2z8znW9dSec7vWx,1987,Geen,NA,,,,,,,,,
R_2zcEGDgyANtCO2x,1970,Koningin Juliana,personal youth,,1,0,0,1,0,0,0,0
R_2zCjJhrXWEIq5Dc,2000,Nederland-Spanje op het WK 2014,personal youth,,1,0,0,1,0,0,0,1
R_2zcLNUuHNR2sgcP,1961,"Jaren 80 , 90",personal youth,,1,0,0,0,0,1,0,0
R_2zdNqIzaltgeGLu,1956,De opbouw toen er nog respect en eerbied voor elkander had,solidar society,,1,0,0,0,1,0,0,0
R_2ZE4nU1hjsfze3p,1967,n.v.t.,NA,,,,,,,,,
R_2zFIVtdZlvN3Auo,1998,Geen,NA,,,,,,,,,
R_2zhBSBGUarwFZYK,1982,ik leef nu,NA,,,,,,,,,
R_2zHLILCkpSmaGcE,1990,Goedkopere prijzen,solidar society,,0,0,0,0,1,0,0,0
R_2zHZq0QiZUucAao,1963,Val van de muur,solidar society,1,0,0,0,0,1,1,0,0
R_2ZIhFDQighUnH98,1995,Nu,NA,,,,,,,,,
R_2ZIjVFgzGLT4YxA,1961,Naar de jaren 70,personal youth,,1,0,0,0,1,0,0,0
R_2zj3gjxb6ZDS74A,1981,"Qua politiek landschap verlang ik terug naar de beginjaren 2000, toen er minder dan 20 politieke partijen bestonden, zonder vage eenpersoonsfracties; toen men nog professioneel aan hoor en wederhoor deed, in plaats van de kleuterachtige-manier van debatteren van nu, teveel op de persoon en te weinig op de inhoud. Even voor de beeldvorming, ik was destijd ca. 18 jaar, dus dit lijkt me geen ""generatie-ding"".",pre-polarized society,,0,0,0,0,0,1,0,0
R_2ZJszwi6WpK0mVs,2001,Er is geen moment in de geschiedenis waar ik naar verlang. Ik leef liever zoveel mogelijk in de tegenwoordige tijd.,NA,,,,,,,,,
R_2zkiEdps1YcgeIK,1970,mijn eigen jeugd,personal youth,,1,0,0,0,0,0,0,0
R_2zkiUSmgnJ3qBTj,1980,,NA,,,,,,,,,
R_2ZKpubp9OMRQoJg,2000,"Moeilijke vraag, persoonlijk ben ik veel meer gericht op de toekomst dan op het verleden. Als ik toch iets moest kiezen, zou ik wel benieuwd zijn naar een historische periode die voor de intrede van het kapitalisme plaatsvond.",pre-industrialized society,,0,0,1,0,0,0,0,0
R_2ZKTK3P6VbvARgK,1970,Vroege jaren 90: uiteenvallen USSR en meer vrijheid in China,pre-polarized society,,0,0,0,0,0,1,0,0
R_2zNNhVOww2Fnudy,1952,Flower power,solidar society,,1,0,0,0,1,0,0,0
R_2ZNS1C2UxL83Qju,2002,De aanloop naar de eerste wereld oorlog,nationalism,1,0,0,0,1,0,0,0,0
R_2ZOhfyaKjFP9OF2,1967,,NA,,,,,,,,,
R_2zoLY9b44xieBNB,1970,Gouden eeuw,colonialism,,0,0,0,1,0,0,1,0
R_2zPhyh3bcRfGqXm,1950,Geen,NA,,,,,,,,,
R_2zT1Xs5XEun7CJc,1957,90-jaren,pre-polarized society,,0,0,0,0,0,1,0,0
R_2zUQBj9j937q34a,1944,,NA,,,,,,,,,
R_2ZUr21Lk3Os4Ckr,1967,,NA,,,,,,,,,
R_2zuR28WtAtgxQPs,1986,-,NA,,,,,,,,,
R_2zXQtuBAuXux9u1,1970,"1985, alles in opbouw, ontdekken, innovaties. Ik maak me het meest zorgen om de zware criminaliteit die in NL veel meer georganiseerd is dan nu in het nieuws komt. Er wordt te veel bezuinigd op politie/recherche etc.",pre-polarized society,,1,0,0,0,0,1,0,0
R_2zYfyrHvmBcJ5bk,1941,Nvt,NA,,,,,,,,,
R_2zYK6QKApw9wDjN,1972,"Niet echt een moment, wel naar de 80's toen er wel spanningen waren maar geen zinloze oorlogsvoering. 
Toen was het leven betaalbaar !!",solidar society,,1,0,0,0,1,0,0,0
R_2zYZckoLUOr2str,1940,BEVRIJDING 1945,solidar society,1,1,0,0,0,1,0,0,0
R_2zZ6JwJuhCPrLTf,1960,Jaren 60,personal youth,,1,0,0,0,1,0,0,0
R_300Olb8ctMfTjds,1959,De tijd voordat er een Brits referendum kwam over de Brexit. Nog nooit zo'n ondoordacht staaltje nationalisme meegemaakt. Dit referendum had in 3 stappen uitgevoerd moeten worden.,pre-polarized society,,0,0,0,0,0,1,0,0
R_30f2AUjxcz9Dt5C,1998,Betaalbare huizen,solidar society,,0,0,0,0,1,0,0,0
R_30krRr86hbYzewi,1969,De periode voor de vele privatiseringen. Al was het maar ook wat zaken terug te draaien. Gelukkig hebben we ook veel vooruitgang geboekt. Dat mag wel wat meer benadrukt worden,solidar society,,0,0,0,0,1,0,0,0
R_30oPc4WN9d8JS7q,1965,,NA,,,,,,,,,
R_30u8KBwQOWOI0e5,1971,Het moment dat ik nog lekker onbezorgd naar de basisschool ging. Dat was van 1977 tot 1983,personal youth,,1,0,0,0,0,0,0,0
R_30uiXWYmIy8uHSD,1960,"de jaren waarin de sociale zekerheid nog werd opgebouwd i.p.v.werd/is afgebroken, dus 12 jaar geleden",solidar society,,0,0,0,0,1,0,0,0
R_30ukrmE2IgCBarj,1977,Jaren 90 nog toen waren er nog niet te veel onbenullige regeltjes en hadden we nog niet van die zo genoemde advies bureaus waarachter de regering zich massaal kan verschuilen als er weer iets mis gaat. En we konden nog gewoon zeggen wat we dachten.,pre-polarized society,,0,0,0,0,0,1,0,0
R_30w4nIueSmvMIlw,1947,De jaren 60,personal youth,,1,0,0,0,1,0,0,0
R_30wmY1MjIwq6Oij,1943,Ik verlang niet echt terug naar een moment in de geschiedenis.,NA,,,,,,,,,
R_31AVdfvB83FR9Jl,1972,Toen ik 18 was,personal youth,,1,0,0,0,0,0,0,0
R_31aVUp1YZZ0Wtbw,1967,Jaren 60 en 70,personal youth,,1,0,0,0,1,0,0,0
R_31BDUqSfM8kagGO,1965,Einde 2e WO,solidar society,1,0,0,0,0,1,0,0,0
R_31dEeBcJ261UAMB,1982,,NA,,,,,,,,,
R_31hF4tnQOWUbFdu,1955,"jaren 60  opkomst popmuziek en peace flowers in your hair
muziek als bindmiddel",personal youth,,1,0,0,0,0,1,0,0
R_31HQSejdhKsEf93,1984,De tijd voor 9/11,pre-polarized society,1,0,0,0,0,0,1,0,0
R_31jffSkQeS8eRgm,1991,We leven momenteel in de beste tijd.,NA,,,,,,,,,
R_31jfoGnDlDkNpVH,1991,De jaren 90. Veel welvaart en dat was het moment geweest om te voorkomen dat er nu zo veel polarisatie is,pre-polarized society,,1,0,0,0,0,1,0,0
R_31KiP0qTuocvRLN,1950,Ik verlang niet naar een ander moment in de geschiedenis terug.,NA,,,,,,,,,
R_31KJ0yoP7VWqbB4,1951,Naar de jaren zestig; duidelijke standpunten en de strijdpunten waren fundamenteel.,personal youth,,1,0,0,0,1,0,0,0
R_31KufCiYILY1aAR,1953,"Is niet te bepalen. Elk moment heeft zijn voordelen en nadelen.
Nu is prima, met de vrijheden terug van 50 jaar geleden en 6 miljoen minder mensen.",nationalism,,0,0,0,1,0,0,0,0
R_31mbPEbu5xmqpVr,1994,Ik verlang niet naar momenten in de geschiedenis,NA,,,,,,,,,
R_31ml3w12hzMkf2u,1949,periode na vallen van de muur 1989,solidar society,1,0,0,0,0,1,1,0,0
R_31nObL3UwxTe3Lr,1947,Laatste periodevkoude oorlog ivm stabiliteit opening van oostblok perspectief voor langdurige vredevin europa.,solidar society,1,0,0,0,0,0,1,0,0
R_31ooAyP7W652uyR,1965,Val van de muur,solidar society,1,0,0,0,0,1,1,0,0
R_31oXmWukBMCnCYD,1960,Dat de boer nog boer mocht  zijn en gewaardeerd werd voor zijn werk  en dat de kinderen  op school  leerde dat het voedsel  bij de boer weg komt en niet de supermarkt,pre-polarized society,,0,0,0,0,0,1,0,0
R_31RVxfDD1I4Wtgi,1983,Net voor de carona,pre-polarized society,,0,0,0,0,0,1,0,0
R_31RXhF7KjJr7jYC,1978,Mijn jeugd dus de jaren 80. Veel minder zorgen. Momenteel veel problemen waar onze politiek geen goede oplossing voor heeft. Met name asielzoekers en bevolkingsgroei.,nationalism,,1,0,0,0,1,0,0,0
R_31Sm2piTxVtGrHw,1976,De verzorgingsstaat,solidar society,1,0,0,0,0,1,0,0,0
R_31smdd4dHIyV3G0,1948,"Lang over nagedacht maar ik heb geen aanleg voor nostalgie denk ik. Er zijn wel momenten die ik belangrijk vind zoals de Big Bang, de uitvinding van God, de Akte van Verlatinge en de bouw van het huis van Thorbecke.",pre-industrialized society,,0,0,1,0,0,0,0,0
R_31Tn1Lu2Hn5yhMa,1956,De jaren 60 en 70,personal youth,,1,0,0,0,1,0,0,0
R_31tNYNl5FhAzSSo,1941,1990,pre-polarized society,,0,0,0,0,0,1,0,0
R_31z5iMARlK6DJvY,1958,De tijd dat de vertrutting er niet was en je zonder problemen voor jouw mening uit kon komen,pre-polarized society,,0,0,0,0,0,1,0,0
R_322Ce0yXro7ur6Y,1947,Ik denk vooruit,NA,,,,,,,,,
R_322O1LrrUfHyQWI,1955,"Niet een moment maar dat werken loont en eerlijke kansen voor iedereen, duidelijke visie en daar aan houden. De marktwerking in vele sectoren zoals gezondheidszorg",solidar society,,0,0,0,0,0,1,0,0
R_322yATe7ti0yHyx,1998,"1066, battle of hastings",pre-industrialized society,1,0,0,1,0,0,0,0,0
R_32JS8O2hEK3qprO,1949,Geen,NA,,,,,,,,,
R_32LBcMXBYv8xf6R,1990,Er is geen tijd voor nostalgie,NA,,,,,,,,,
R_32LQI9SvYlIDiNS,1948,,NA,,,,,,,,,
R_32OWojGmo5cynok,1974,niet,NA,,,,,,,,,
R_32WmivyyQ2cQ4AI,1969,Jaren 80.,solidar society,,1,0,0,0,1,0,0,0
R_32XtvpIzx72sMQy,1953,Moment voor corona en de oorlog in Oekraïne,pre-polarized society,,0,0,0,0,0,1,0,0
R_32XzmmB1HwXV0By,1985,,NA,,,,,,,,,
R_32YdNYUNA13AY6h,1958,De tijd voor Corona dus voor 2020,pre-polarized society,,0,0,0,0,0,1,0,0
R_331If0a5NxQRRyN,1973,GULDEN-TIJD,nationalism,,0,1,0,1,0,0,0,0
R_332bHJ4qGT2yjm8,1958,Tijd voor de massa emigratie.,nationalism,,0,0,0,1,0,0,1,0
R_33BWnlMDNoX1Gn9,1964,1973,NA,,,,,,,,,
R_33D2T9Na2nhdsz5,1943,MIddeleeuwen,pre-industrialized society,,0,0,1,0,0,0,0,0
R_33earRr1pQzRL5i,1971,Het moment dat nederland onafhankelijk was van de Europese unie en dat er geen computers waren.,anti-europe,,0,1,1,1,0,1,0,0
R_33Ee3UdslZGWo0B,1994,"Naar vroeger, toen men meer respect voor elkaar leek te hebben.",pre-polarized society,,0,0,0,0,1,1,0,0
R_33feY2JN8mYJwIV,1993,,NA,,,,,,,,,
R_33kJjP19C4epdKd,1958,flower power tijd . 2e helft jaren 60,solidar society,,1,0,0,0,1,0,0,0
R_33srUhC1LMJvAPs,1937,jaren  zestig,solidar society,,0,0,0,0,1,0,0,0
R_33x753LVWjaelRR,1942,De negentiger jaren,pre-polarized society,,0,0,0,0,0,1,0,0
R_33yGgahPgKUaZvA,1968,zou het niet weten,NA,,,,,,,,,
R_390nvRnvwCHtTWh,1971,Opkomst Pim Fortuin,nationalism,,0,0,0,1,0,0,0,0
R_3C4I2abl2VQ0sNj,1945,De toekomst,NA,,,,,,,,,
R_3CBeTVC6GZ4o6L2,1991,,NA,,,,,,,,,
R_3CCbPgnyjoKZwP8,1995,"Ik verlang niet terug naar de geschiedenis, maar mijn studententijd was erg leuk.",personal youth,,1,0,0,0,0,0,0,0
R_3CCoNiPxn4mDOrL,1976,"Geen, we moeten het doen met het heden",NA,,,,,,,,,
R_3CGSJmb1nGWpwSu,1975,,NA,,,,,,,,,
R_3CHJRFpavpGG2i4,1992,1860,pre-industrialized society,,0,0,1,0,0,0,0,0
R_3CIAjOpOVAogP8L,1947,"De jaren '60, toen het optimisme, idealisme, afwezigheid van terrorisme, afwezigheid althans zwakte van populisme, rechts extremisme, fascisme e.d. duidelijk was.",solidar society,,1,0,0,0,1,1,0,0
R_3CIoSS2bMt2Mc2I,1990,,NA,,,,,,,,,
R_3CN3oAEfdZSDkr5,1943,,NA,,,,,,,,,
R_3CNl8JrXihoYo4S,1969,Dat mensen niet egoïstisch zijn,solidar society,,0,0,0,0,1,0,0,0
R_3CNMWceixA4zE1v,1947,Naar de partij die alle mensen ondersteunt in een eerlijk proces al ze ondersteuning nodig hebben.,solidar society,,0,0,0,0,1,0,0,0
R_3Cp0Qqr5Rc2vxDz,1949,"Het elan van de jaren 60, toen durfde het ""volk"" de regering in de ogen te kijken en de regering was eerlijker.",personal youth,,1,0,0,0,0,1,0,0
R_3CTpYoObqKaTORT,1969,Jaren 80-90,personal youth,,1,0,0,0,1,1,0,0
R_3D17SSLeSbhCl9N,1966,"Geen, de geschiedenis is het verleden en dat mag niet vergeten of ontkend worden maar het mag niet onze toekomst verpesten",NA,,,,,,,,,
R_3D6f2AElPg5aJOU,1947,periode rond de jaren 70,solidar society,,0,0,0,0,1,0,0,0
R_3DbFGQDJ60Xtjlu,2004,Naar dagen in de winter met veel sneeuw.,personal youth,,1,0,0,0,0,0,0,0
R_3DdnxZWLykEvaDW,1964,Minder verkeer,pre-industrialized society,,0,0,1,0,0,0,0,0
R_3DeckEiQ41kOtdT,1952,Geen,NA,,,,,,,,,
R_3dFjUit5W8pwywl,1986,2001 alles ging voorspoedig. Minder maatschappelijke ontwrichting en minder mensen die hun mening door drukken of opleggen,pre-polarized society,,0,0,0,0,0,1,0,0
R_3dGiVoYCJhH9UR2,1950,Wat is dat nu voor een vraag? Ik ben van de toekomst!,NA,,,,,,,,,
R_3dGneDeF4lgod7F,1951,,NA,,,,,,,,,
R_3DkLa77JP9DIjh0,1968,jaren 80 en de gulden,anti-europe,,0,1,0,1,1,0,0,0
R_3dKusAn0olFnpQJ,1970,moeilijk te zeggen iedere decennia heeft zijn problemen,NA,,,,,,,,,
R_3dNdTy4QRkDQ8ne,1959,,NA,,,,,,,,,
R_3DnGsGXjAFIaLFF,1960,1976,personal youth,,1,0,0,0,1,0,0,0
R_3Do8PpWT9FnhCIB,1958,ik kijk niet terug...vooruit . in een land waar men vrijheid geniet en niet gecontroleerd wordt door de regering. geen globalistische wereld maar een mooi Nederland voor alle Nederlanders. ongeacht afkomst,NA,,,,,,,,,
R_3DothQFbwc5a56i,1955,Geen verlangen naar het verleden,NA,,,,,,,,,
R_3DtkyBLxHi1ogNI,1969,Jaren 90,pre-polarized society,,0,0,0,0,0,1,0,0
R_3dVG5WHj65UGWxb,1978,Jaren 90,pre-polarized society,,0,0,0,0,0,1,0,0
R_3DwjqtG1Pv4rIgG,1990,De tijd dat ik klein was en me niet bezig hoefde te houden met de staat van het land en de wereld.,personal youth,,1,0,0,0,0,0,0,0
R_3e3N7Um9p3EULUC,1992,Geen. Ik kijk liever vooruit!,NA,,,,,,,,,
R_3Eakr1M5z2pFJs0,1947,"De jaren vijftiig, zestig en zeventig in de vorige eeuw toen er nog solidariteit tussen de mensen was.",solidar society,,1,0,0,0,1,0,0,0
R_3EAnWB8i79zCRet,1936,,NA,,,,,,,,,
R_3ebnwPIn85OBWUO,1959,Geen idee.,NA,,,,,,,,,
R_3Ed3xdBeSmX9Wlq,1946,Geen,NA,,,,,,,,,
R_3eejMRIzL0KMy5z,1968,Jaren 50,solidar society,,0,0,0,0,1,0,0,0
R_3EEwjjAyaYJQCEa,1965,De Gouden eeuw,colonialism,,0,0,0,1,0,0,1,0
R_3ef55TBuWkiobTf,1966,De jaren 70,personal youth,,1,0,0,0,1,0,0,0
R_3ef76p4nlzXa8Mq,1935,Naar alle momenten dat de politiek luistert naar het gewone volk en NIET er alleen maar zitten voor hun VETTE SALARIS. De wens van het volk is: dat er deskundigen komen die verstand van zaken hebben!!!,pre-polarized society,,0,0,0,0,0,1,0,0
R_3EJTxvoP2OjR9DE,1983,Geen social media,pre-polarized society,,0,0,0,0,0,1,0,0
R_3EKhOL3DrnoWWUH,1945,Coalities PVDA/CDA,pre-polarized society,,0,0,0,0,0,1,0,0
R_3ekT5mLnhn7ottB,1990,"Niet een bepaald moment, maar naar een tijd waar we nog meer als collectief of gemeenschap leefde, in plaats van het geïndividualiseerde tijdperk van nu.",solidar society,,0,0,0,0,1,0,0,0
R_3ELlcRN1GWOcgBL,1984,geen,NA,,,,,,,,,
R_3Em89jMkQ5Y5yUv,1977,Waar democratie nog echt democratie was en vrijheid van mening nog gegeven kon worden zonder censuur en de regering de inwoners van NL diende,pre-polarized society,,0,0,0,0,0,1,0,0
R_3EMgLdxS2yNRCMd,1990,Jaren 90,personal youth,,1,0,0,0,0,1,0,0
R_3EmqXVarz26sVx7,1961,Weet ik niet,NA,,,,,,,,,
R_3Enhnqay3TN2NLF,1988,"1996, toen was ik oud genoeg om zelfstandig te bewegen maar te jong om verantwoordelijk te hebben of te nemen. Voetballen op het veldje, snoep en lucifers kopen. Prachtig.",personal youth,,1,0,0,0,0,0,0,0
R_3EnmpqlTPOpp4rE,1949,Geen enkel. Het verleden is geweest,NA,,,,,,,,,
R_3enn3MWnrUv32wd,1982,"Lastig, romantische van het verleden heeft weinig zin daar veel dingen toen echt minder waren dan nu. Politiek gezien de tijd van een sterke ARP en bijbehorende politici.",pre-polarized society,,0,0,0,0,0,1,0,0
R_3EolqyGEWIXmfU0,1960,1975,personal youth,,1,0,0,0,1,0,0,0
R_3EQ0WA6UrGTn67c,1961,Tijd dat ik kleine kinderen had,personal youth,,1,0,0,0,0,0,0,0
R_3eq7cxZPeaQIhax,1957,rond 2000.......nog wat stabiel regeingsleiders,pre-polarized society,,0,0,0,0,0,1,0,0
R_3ER4wjD8KEZN6rV,1960,De jaren 80 toen we nog een redelijke democratie hadden die niet teniet werd gedaan door de dubbele agenda's van politici. Toen de wetenschap nog vragen durfde te stellen en de media genuanceerd het nieuws brachten en niet klakkeloos het narratief van de regering volgden.,pre-polarized society,,0,0,0,0,0,1,0,0
R_3Es3yrkwRzozqtL,2002,Geen,NA,,,,,,,,,
R_3etuiDkBAN9VLX9,1939,Jaren 60 en 70,solidar society,,0,0,0,0,1,0,0,0
R_3EXVmIr66BdpLiD,1935,5 mei 1945,solidar society,1,1,0,0,0,1,0,0,0
R_3Ey9lhJiUoTnxlM,1979,Naar het moment dat we elkaar op straat  gedag zeiden en dat mensen naar elkaar omkeken. Tegenwoordig leeft iedereen op zijn/haar eigen eilandje.,solidar society,,0,0,0,0,1,0,0,0
R_3eyNjV1yT7OJjoo,1983,Ik verlang niet terug,NA,,,,,,,,,
R_3EZtSD2SNPuE07e,1982,1999,personal youth,,1,0,0,0,0,1,0,0
R_3F4eDsW71qf0Fnu,1961,?,NA,,,,,,,,,
R_3f5ekQwp6FIELXr,1978,Jaren 80,personal youth,,1,0,0,0,1,0,0,0
R_3F5uY5ITt23flJE,1953,,NA,,,,,,,,,
R_3fBswIF1ZsztOSS,1946,,NA,,,,,,,,,
R_3fCeA97kbfxEmU2,1969,Geen een elke tijd heeft zijn goede en kwade tijden,NA,,,,,,,,,
R_3feeupkOzWgbmOf,1984,Jaren 90,personal youth,,1,0,0,0,0,1,0,0
R_3feIYgzLmBEiUqm,1971,kindheid,personal youth,,1,0,0,0,0,0,0,0
R_3fHwr0RSu047gtn,1961,,NA,,,,,,,,,
R_3fipjvl9wanfDWd,1976,"Geen enkel moment. We leven in het hier en nu, daar is waar het gebeurd.",NA,,,,,,,,,
R_3fiRbkgZcBKvn2Y,1945,"Ik verlang niet naar het verleden, ik kijk met hoop naar de toekomst!",NA,,,,,,,,,
R_3fiTW9Tw5iiZK5y,1972,Wederopbouw na wo2,solidar society,,0,0,0,0,1,0,0,0
R_3FJq7aDRfJ6LSV1,1964,"Jaren 80, alles kon. Acceptatie van elkaar was veel groter dan nu. Geen censuur, blote borsten, roken, geen paria! Alles is woke, niks mag meer! En steeds meer regels en censuur op woorden, boeken enz!!",pre-polarized society,,0,0,0,0,0,1,0,0
R_3FKk6L2J9jpq1yO,1979,"De jaren 80-90. Toen was het sentiment dat alles alleen nog maar beter kon worden, was er een wil om ongelijkheid aan te pakken en was de maatschappij toch nog echt sociaal ingesteld",personal youth,,1,0,0,0,1,0,0,0
R_3fN68RoM0KQuXXm,1951,De jaren 70.,personal youth,,1,0,0,0,1,0,0,0
R_3fNqIFrHo8vH06D,2000,De opkomst van Pim Fortuyn,nationalism,,0,0,0,1,0,0,0,0
R_3FOid30UPdHEZoB,1989,,NA,,,,,,,,,
